datetime,count
2011-01-22 20:00:00,43.322
2011-01-22 21:00:00,38.25
2011-01-22 22:00:00,30.912
2011-01-22 23:00:00,15.404
2011-01-23 00:00:00,30.986
2011-01-23 01:00:00,17.002
2011-01-23 02:00:00,13.884
2011-01-23 03:00:00,11.668
2011-01-23 05:00:00,3.562
2011-01-23 06:00:00,2.318
2011-01-23 07:00:00,11.6
2011-01-23 08:00:00,21.67
2011-01-23 09:00:00,24.532
2011-01-23 10:00:00,51.918
2011-01-23 11:00:00,61.544
2011-01-23 12:00:00,66.258
2011-01-23 13:00:00,65.518
2011-01-23 14:00:00,71.298
2011-01-23 15:00:00,70.876
2011-01-23 16:00:00,74.732
2011-01-23 17:00:00,65.968
2011-01-23 18:00:00,65.194
2011-01-23 19:00:00,42.542
2011-01-23 20:00:00,33.228
2011-01-23 21:00:00,27.67
2011-01-23 22:00:00,19.732
2011-01-23 23:00:00,14.086
2011-01-24 00:00:00,10.55
2011-01-24 01:00:00,4.102
2011-01-24 03:00:00,2.474
2011-01-24 04:00:00,2.572
2011-01-24 05:00:00,4.916
2011-01-24 06:00:00,24.082
2011-01-24 07:00:00,80.122
2011-01-24 08:00:00,159.246
2011-01-24 09:00:00,109.962
2011-01-24 10:00:00,49.426
2011-01-24 11:00:00,41.468
2011-01-24 12:00:00,50.8
2011-01-24 13:00:00,47.706
2011-01-24 14:00:00,44.67
2011-01-24 15:00:00,56.7
2011-01-24 16:00:00,69.326
2011-01-24 17:00:00,137.67
2011-01-24 18:00:00,134.422
2011-01-24 19:00:00,92.91
2011-01-24 20:00:00,65.278
2011-01-24 21:00:00,42.498
2011-01-24 22:00:00,26.742
2011-01-24 23:00:00,18.756
2011-01-25 00:00:00,8.722
2011-01-25 01:00:00,3.444
2011-01-25 02:00:00,1.992
2011-01-25 04:00:00,1.926
2011-01-25 05:00:00,4.016
2011-01-25 06:00:00,32.86
2011-01-25 07:00:00,79.306
2011-01-25 08:00:00,147.992
2011-01-25 09:00:00,112.844
2011-01-25 10:00:00,58.126
2011-01-25 11:00:00,59.704
2011-01-25 12:00:00,70.132
2011-01-25 13:00:00,72.296
2011-01-25 14:00:00,74.24
2011-01-25 15:00:00,74.484
2011-01-25 16:00:00,94.036
2011-01-25 17:00:00,193.298
2011-01-25 18:00:00,183.226
2011-01-25 19:00:00,112.418
2011-01-25 20:00:00,76.928
2011-01-25 21:00:00,46.368
2011-01-25 22:00:00,37.532
2011-01-25 23:00:00,16.162
2011-01-26 00:00:00,9.322
2011-01-26 01:00:00,4.436
2011-01-26 02:00:00,3.06
2011-01-26 05:00:00,3.174
2011-01-26 06:00:00,25.17
2011-01-26 07:00:00,69.616
2011-01-26 08:00:00,144.162
2011-01-26 09:00:00,78.324
2011-01-26 10:00:00,44.94
2011-01-26 11:00:00,40.266
2011-01-26 12:00:00,40.376
2011-01-26 13:00:00,42.592
2011-01-26 14:00:00,42.41
2011-01-26 15:00:00,41.66
2011-01-26 16:00:00,57.42
2011-01-26 17:00:00,107.912
2011-01-27 16:00:00,80.32
2011-01-27 17:00:00,158.22
2011-01-27 18:00:00,136.824
2011-01-27 19:00:00,97.724
2011-01-27 20:00:00,76.384
2011-01-27 21:00:00,45.628
2011-01-27 22:00:00,38.428
2011-01-27 23:00:00,19.254
2011-01-28 00:00:00,14.108
2011-01-28 01:00:00,6.48
2011-01-28 02:00:00,2.262
2011-01-28 03:00:00,2.272
2011-01-28 05:00:00,6.582
2011-01-28 06:00:00,31.41
2011-01-28 07:00:00,76.854
2011-01-28 08:00:00,158.858
2011-01-28 09:00:00,77.982
2011-01-28 10:00:00,43.938
2011-01-28 11:00:00,44.59
2011-01-28 12:00:00,48.452
2011-01-28 13:00:00,51.914
2011-01-28 14:00:00,61.734
2011-01-28 15:00:00,57.028
2011-01-28 16:00:00,74.974
2011-01-28 17:00:00,153.32
2011-01-28 18:00:00,143.192
2011-01-28 19:00:00,100.996
2011-01-28 20:00:00,76.156
2011-01-28 21:00:00,44.132
2011-01-28 22:00:00,41.274
2011-01-28 23:00:00,21.264
2011-01-29 00:00:00,31.53
2011-01-29 01:00:00,18.932
2011-01-29 02:00:00,15.722
2011-01-29 03:00:00,10.146
2011-01-29 04:00:00,3.066
2011-01-29 06:00:00,4.054
2011-01-29 07:00:00,16.14
2011-01-29 08:00:00,29.328
2011-01-29 09:00:00,35.478
2011-01-29 10:00:00,62.54
2011-01-29 11:00:00,63.244
2011-01-29 12:00:00,74.368
2011-01-29 13:00:00,83.566
2011-01-29 14:00:00,80.076
2011-01-29 15:00:00,77.62
2011-01-29 16:00:00,88.12
2011-01-29 17:00:00,82.282
2011-01-29 18:00:00,74.006
2011-01-29 19:00:00,66.76
2011-01-29 20:00:00,53.474
2011-01-29 21:00:00,40.716
2011-01-29 22:00:00,34.012
2011-01-29 23:00:00,16.168
2011-01-30 00:00:00,30.66
2011-01-30 01:00:00,22.824
2011-01-30 02:00:00,18.152
2011-01-30 03:00:00,10.936
2011-01-30 04:00:00,4.704
2011-01-30 05:00:00,3.698
2011-01-30 07:00:00,9.354
2011-01-30 08:00:00,20.718
2011-01-30 09:00:00,29.67
2011-01-30 10:00:00,62.388
2011-01-30 11:00:00,70.382
2011-01-30 12:00:00,99.822
2011-01-30 13:00:00,86.37
2011-01-30 14:00:00,87.016
2011-01-30 15:00:00,101.968
2011-01-30 16:00:00,103.122
2011-01-30 17:00:00,78.372
2011-01-30 18:00:00,72.126
2011-01-30 19:00:00,57.96
2011-01-30 20:00:00,53.25
2011-01-30 21:00:00,29.786
2011-01-30 22:00:00,22.466
2011-01-30 23:00:00,14.514
2011-01-31 00:00:00,12.388
2011-01-31 01:00:00,3.232
2011-01-31 02:00:00,2.35
2011-01-31 03:00:00,2.494
2011-01-31 04:00:00,2.26
2011-01-31 05:00:00,2.182
2011-01-31 06:00:00,33.338
2011-01-31 07:00:00,74.508
2011-01-31 08:00:00,142.536
2011-01-31 09:00:00,87.482
2011-01-31 10:00:00,44.906
2011-01-31 11:00:00,43.492
2011-01-31 12:00:00,56.718
2011-01-31 13:00:00,60.084
2011-01-31 14:00:00,52.614
2011-01-31 15:00:00,50.248
2011-01-31 16:00:00,71.312
2011-01-31 17:00:00,137.752
2011-01-31 18:00:00,133.182
2011-01-31 19:00:00,118.842
2011-01-31 20:00:00,69.952
2011-01-31 21:00:00,45.896
2011-01-31 22:00:00,30.494
2011-01-31 23:00:00,18.114
2011-02-20 00:00:00,36.206
2011-02-20 01:00:00,18.418
2011-02-20 02:00:00,14.742
2011-02-20 03:00:00,10.02
2011-02-20 04:00:00,2.862
2011-02-20 06:00:00,3.844
2011-02-20 07:00:00,16.25
2011-02-20 08:00:00,28.106
2011-02-20 09:00:00,45.712
2011-02-20 10:00:00,93.91
2011-02-20 11:00:00,111.884
2011-02-20 12:00:00,127.268
2011-02-20 13:00:00,155.096
2011-02-20 14:00:00,143.72
2011-02-20 15:00:00,148.866
2011-02-20 16:00:00,151.006
2011-02-20 17:00:00,106.736
2011-02-20 18:00:00,95.412
2011-02-20 19:00:00,90.36
2011-02-20 20:00:00,71.73
2011-02-20 21:00:00,49.27
2011-02-20 22:00:00,50.042
2011-02-20 23:00:00,37.44
2011-02-21 00:00:00,18.47
2011-02-21 01:00:00,16.326
2011-02-21 02:00:00,11.928
2011-02-21 03:00:00,4.778
2011-02-21 04:00:00,4.748
2011-02-21 05:00:00,8.944
2011-02-21 06:00:00,27.796
2011-02-21 07:00:00,80.854
2011-02-21 08:00:00,116.664
2011-02-21 09:00:00,89.862
2011-02-21 10:00:00,87.388
2011-02-21 11:00:00,90.196
2011-02-21 12:00:00,95.088
2011-02-21 13:00:00,67.624
2011-02-21 14:00:00,93.696
2011-02-21 15:00:00,95.098
2011-02-21 16:00:00,78.284
2011-02-21 17:00:00,101.958
2011-02-21 18:00:00,86.436
2011-02-21 19:00:00,72.492
2011-02-21 20:00:00,47.488
2011-02-21 21:00:00,48.398
2011-02-21 22:00:00,34.65
2011-02-21 23:00:00,18.192
2011-02-22 06:00:00,33.268
2011-02-22 07:00:00,86.826
2011-02-22 08:00:00,185.458
2011-02-22 09:00:00,105.59
2011-02-22 10:00:00,50.808
2011-02-22 11:00:00,52.818
2011-02-22 12:00:00,59.448
2011-02-22 13:00:00,68.378
2011-02-22 14:00:00,68.548
2011-02-22 15:00:00,73.42
2011-02-22 16:00:00,74.948
2011-02-22 17:00:00,158.408
2011-02-22 18:00:00,158.594
2011-02-22 19:00:00,99.974
2011-02-22 20:00:00,76.514
2011-02-22 21:00:00,58.77
2011-02-22 22:00:00,38.918
2011-02-22 23:00:00,21.668
2011-02-23 00:00:00,10.636
2011-02-23 01:00:00,5.272
2011-02-23 02:00:00,2.014
2011-02-23 03:00:00,1.74
2011-02-23 05:00:00,5.418
2011-02-23 06:00:00,30.596
2011-02-23 07:00:00,84.978
2011-02-23 08:00:00,194.606
2011-02-23 09:00:00,122.092
2011-02-23 10:00:00,58.88
2011-02-23 11:00:00,62.36
2011-02-23 12:00:00,73.112
2011-02-23 13:00:00,77.69
2011-02-23 14:00:00,79.664
2011-02-23 15:00:00,78.366
2011-02-23 16:00:00,105.724
2011-02-23 17:00:00,211.068
2011-02-23 18:00:00,197.806
2011-02-23 19:00:00,136.998
2011-02-23 20:00:00,79.314
2011-02-23 21:00:00,63.98
2011-02-23 22:00:00,49.3
2011-02-23 23:00:00,28.08
2011-02-24 00:00:00,11.628
2011-02-24 01:00:00,5.608
2011-02-24 02:00:00,2.098
2011-02-24 03:00:00,1.85
2011-02-24 05:00:00,6.026
2011-02-24 06:00:00,34.142
2011-02-24 07:00:00,102.03
2011-02-24 08:00:00,240.312
2011-02-24 09:00:00,118.964
2011-02-24 10:00:00,62.094
2011-02-24 11:00:00,80.278
2011-02-24 12:00:00,95.112
2011-02-24 13:00:00,92.332
2011-02-24 14:00:00,92.592
2011-02-24 15:00:00,56.3
2011-02-24 16:00:00,63.794
2011-02-24 17:00:00,159.76
2011-02-24 18:00:00,172.682
2011-02-24 19:00:00,95.61
2011-02-24 20:00:00,86.86
2011-02-24 21:00:00,63.824
2011-02-24 22:00:00,48.256
2011-02-24 23:00:00,38.8
2011-02-25 00:00:00,23.284
2011-02-25 01:00:00,10.29
2011-02-25 02:00:00,8.648
2011-02-25 03:00:00,2.09
2011-02-25 05:00:00,9.1
2011-02-25 06:00:00,32.108
2011-02-25 07:00:00,67.892
2011-02-25 08:00:00,159.348
2011-02-25 09:00:00,74.03
2011-02-25 10:00:00,46.25
2011-02-25 11:00:00,121.778
2011-02-25 12:00:00,160.822
2011-02-25 13:00:00,162.474
2011-02-25 14:00:00,167.21
2011-02-25 15:00:00,177.874
2011-02-25 16:00:00,107.71
2011-02-25 17:00:00,188.768
2011-02-25 18:00:00,173.232
2011-02-25 19:00:00,110.406
2011-02-25 20:00:00,72.66
2011-02-25 21:00:00,49.964
2011-02-25 22:00:00,44.476
2011-02-25 23:00:00,28.124
2011-02-26 00:00:00,31.798
2011-02-26 01:00:00,19.07
2011-02-26 02:00:00,14.714
2011-02-26 03:00:00,11.776
2011-02-26 04:00:00,3.304
2011-02-26 05:00:00,3.208
2011-02-26 06:00:00,4.63
2011-02-26 07:00:00,15.626
2011-02-26 08:00:00,38.136
2011-02-26 09:00:00,49.366
2011-02-26 10:00:00,103.378
2011-02-26 11:00:00,123.654
2011-02-26 12:00:00,129.26
2011-02-26 13:00:00,138.426
2011-02-26 14:00:00,135.538
2011-02-26 15:00:00,141.166
2011-02-26 16:00:00,141.9
2011-02-26 17:00:00,118.712
2011-02-26 18:00:00,100.712
2011-02-26 19:00:00,74.662
2011-02-26 20:00:00,63.182
2011-02-26 21:00:00,46.726
2011-02-26 22:00:00,46.112
2011-02-26 23:00:00,42.548
2011-02-27 00:00:00,34.566
2011-02-27 01:00:00,29.204
2011-02-27 02:00:00,23.764
2011-02-27 03:00:00,11.578
2011-02-27 04:00:00,4.844
2011-02-27 06:00:00,4.062
2011-02-27 07:00:00,12.466
2011-02-27 08:00:00,36.892
2011-02-27 09:00:00,50.794
2011-02-27 10:00:00,85.858
2011-02-27 11:00:00,127.896
2011-02-27 12:00:00,150.436
2011-02-27 13:00:00,155.932
2011-02-27 14:00:00,186.646
2011-02-27 15:00:00,223.764
2011-02-27 16:00:00,242.646
2011-02-27 17:00:00,121.786
2011-02-27 18:00:00,107.936
2011-02-27 19:00:00,105.872
2011-02-27 20:00:00,74.948
2011-02-27 21:00:00,62.888
2011-02-27 22:00:00,58.726
2011-02-27 23:00:00,39.33
2011-02-28 00:00:00,17.332
2011-02-28 01:00:00,5.484
2011-02-28 03:00:00,2.066
2011-02-28 05:00:00,9.246
2011-02-28 06:00:00,38.892
2011-02-28 07:00:00,116.158
2011-02-28 08:00:00,217.242
2011-02-28 09:00:00,130.64
2011-02-28 10:00:00,92.56
2011-02-28 11:00:00,102.564
2011-02-28 12:00:00,117.852
2011-02-28 13:00:00,102.398
2011-02-28 14:00:00,56.73
2011-02-28 15:00:00,57.412
2011-02-28 16:00:00,75.162
2011-02-28 17:00:00,147.16
2011-02-28 18:00:00,143.13
2011-02-28 19:00:00,100.386
2011-02-28 20:00:00,98.474
2011-02-28 21:00:00,69.87
2011-02-28 22:00:00,43.698
2011-02-28 23:00:00,29.25
2011-03-20 00:00:00,42.702
2011-03-20 01:00:00,31.226
2011-03-20 02:00:00,23.754
2011-03-20 03:00:00,12.294
2011-03-20 04:00:00,3.218
2011-03-20 05:00:00,3.148
2011-03-20 06:00:00,5.202
2011-03-20 07:00:00,21.946
2011-03-20 08:00:00,40.884
2011-03-20 09:00:00,62.888
2011-03-20 10:00:00,119.618
2011-03-20 11:00:00,136.918
2011-03-20 12:00:00,153.058
2011-03-20 13:00:00,155.4
2011-03-20 14:00:00,155.954
2011-03-20 15:00:00,156.924
2011-03-20 16:00:00,156.864
2011-03-20 17:00:00,149.588
2011-03-20 18:00:00,143.822
2011-03-20 19:00:00,99.884
2011-03-20 20:00:00,82.81
2011-03-20 21:00:00,57.464
2011-03-20 22:00:00,57.058
2011-03-20 23:00:00,39.568
2011-03-21 00:00:00,13.818
2011-03-21 01:00:00,6.348
2011-03-21 02:00:00,7.062
2011-03-21 03:00:00,3.042
2011-03-21 05:00:00,7.54
2011-03-21 06:00:00,43.392
2011-03-21 07:00:00,77.232
2011-03-21 08:00:00,233.05
2011-03-21 09:00:00,130.706
2011-03-21 10:00:00,79.454
2011-03-21 11:00:00,91.28
2011-03-21 12:00:00,111.654
2011-03-21 13:00:00,125.384
2011-03-21 14:00:00,133.584
2011-03-21 15:00:00,143.448
2011-03-21 16:00:00,171.418
2011-03-21 17:00:00,333.664
2011-03-21 18:00:00,307.48
2011-03-21 19:00:00,247.042
2011-03-21 20:00:00,189.424
2011-03-21 21:00:00,111.714
2011-03-21 22:00:00,96.858
2011-03-21 23:00:00,71.094
2011-03-22 00:00:00,39.988
2011-03-22 01:00:00,7.534
2011-03-22 02:00:00,7.118
2011-03-22 03:00:00,4.642
2011-03-22 04:00:00,4.532
2011-03-22 05:00:00,12.92
2011-03-22 06:00:00,43.942
2011-03-22 07:00:00,142.376
2011-03-22 08:00:00,252.192
2011-03-22 09:00:00,138.658
2011-03-22 10:00:00,108.416
2011-03-22 11:00:00,114.356
2011-03-22 12:00:00,131.11
2011-03-22 13:00:00,122.112
2011-03-22 14:00:00,126.872
2011-03-22 15:00:00,130.74
2011-03-22 16:00:00,173.998
2011-03-22 17:00:00,338.516
2011-03-22 18:00:00,313.056
2011-03-22 19:00:00,187.488
2011-03-22 20:00:00,143.158
2011-03-22 21:00:00,90.502
2011-03-22 22:00:00,76.628
2011-03-22 23:00:00,38.192
2011-03-23 00:00:00,18.364
2011-03-23 01:00:00,6.28
2011-03-23 02:00:00,5.022
2011-03-23 03:00:00,2.994
2011-03-23 05:00:00,8.384
2011-03-23 06:00:00,42.222
2011-03-23 07:00:00,121.08
2011-03-23 08:00:00,236.92
2011-03-23 09:00:00,140.386
2011-03-23 10:00:00,69.26
2011-03-23 11:00:00,66.958
2011-03-23 12:00:00,71.292
2011-03-23 13:00:00,69.012
2011-03-23 14:00:00,85.112
2011-03-23 15:00:00,87.868
2011-03-23 16:00:00,133.76
2011-03-23 17:00:00,237.866
2011-03-23 18:00:00,159.444
2011-03-23 19:00:00,111.082
2011-03-23 20:00:00,75.582
2011-03-23 21:00:00,58.204
2011-03-23 22:00:00,48.508
2011-03-23 23:00:00,36.662
2011-03-24 00:00:00,15.168
2011-03-24 01:00:00,5.17
2011-03-24 02:00:00,4.702
2011-03-24 03:00:00,2.776
2011-03-24 04:00:00,2.144
2011-03-24 05:00:00,7.282
2011-03-24 06:00:00,39.732
2011-03-24 07:00:00,70.304
2011-03-24 08:00:00,124.12
2011-03-24 09:00:00,125.908
2011-03-24 10:00:00,62.688
2011-03-24 11:00:00,70.654
2011-03-24 12:00:00,79.41
2011-03-24 13:00:00,88.606
2011-03-24 14:00:00,87.714
2011-03-24 15:00:00,82.81
2011-03-24 16:00:00,102.43
2011-03-24 17:00:00,220.634
2011-03-24 18:00:00,198.064
2011-03-24 19:00:00,125.318
2011-03-24 20:00:00,88.138
2011-03-24 21:00:00,67.526
2011-03-24 22:00:00,56.698
2011-03-24 23:00:00,34.774
2011-03-25 00:00:00,17.014
2011-03-25 01:00:00,6.038
2011-03-25 02:00:00,3.642
2011-03-25 03:00:00,2.946
2011-03-25 04:00:00,1.9246666666666667
2011-03-25 05:00:00,9.092
2011-03-25 06:00:00,38.546
2011-03-25 07:00:00,122.972
2011-03-25 08:00:00,232.598
2011-03-25 09:00:00,137.642
2011-03-25 10:00:00,86.706
2011-03-25 11:00:00,90.084
2011-03-25 12:00:00,106.132
2011-03-25 13:00:00,105.626
2011-03-25 14:00:00,113.426
2011-03-25 15:00:00,106.288
2011-03-25 16:00:00,123.636
2011-03-25 17:00:00,220.13
2011-03-25 18:00:00,211.538
2011-03-25 19:00:00,130.484
2011-03-25 20:00:00,92.14
2011-03-25 21:00:00,69.194
2011-03-25 22:00:00,55.256
2011-03-25 23:00:00,36.306
2011-03-26 00:00:00,34.528
2011-03-26 01:00:00,21.63
2011-03-26 02:00:00,18.638
2011-03-26 03:00:00,11.758
2011-03-26 04:00:00,4.684
2011-03-26 05:00:00,3.894
2011-03-26 06:00:00,14.71
2011-03-26 07:00:00,35.094
2011-03-26 08:00:00,63.074
2011-03-26 09:00:00,85.54
2011-03-26 10:00:00,121.446
2011-03-26 11:00:00,131.042
2011-03-26 12:00:00,150.492
2011-03-26 13:00:00,163.49
2011-03-26 14:00:00,168.856
2011-03-26 15:00:00,174.044
2011-03-26 16:00:00,165.876
2011-03-26 17:00:00,166.738
2011-03-26 18:00:00,149.956
2011-03-26 19:00:00,92.712
2011-03-26 20:00:00,70.558
2011-03-26 21:00:00,59.19
2011-03-26 22:00:00,56.326
2011-03-26 23:00:00,36.304
2011-03-27 00:00:00,38.646
2011-03-27 01:00:00,22.612
2011-03-27 02:00:00,20.47
2011-03-27 03:00:00,12.932
2011-03-27 04:00:00,5.196
2011-03-27 06:00:00,9.424
2011-03-27 07:00:00,65.652
2011-03-27 08:00:00,58.506
2011-03-27 09:00:00,74.956
2011-03-27 10:00:00,105.44
2011-03-27 11:00:00,119.836
2011-03-27 12:00:00,132.64
2011-03-27 13:00:00,148.17
2011-03-27 14:00:00,161.302
2011-03-27 15:00:00,159.778
2011-03-27 16:00:00,173.978
2011-03-27 17:00:00,157.466
2011-03-27 18:00:00,127.798
2011-03-27 19:00:00,95.716
2011-03-27 20:00:00,67.442
2011-03-27 21:00:00,48.222
2011-03-27 22:00:00,46.22
2011-03-27 23:00:00,35.322
2011-03-28 00:00:00,12.366
2011-03-28 01:00:00,4.63
2011-03-28 02:00:00,3.726
2011-03-28 03:00:00,2.304
2011-03-28 05:00:00,7.664
2011-03-28 06:00:00,37.62
2011-03-28 07:00:00,124.032
2011-03-28 08:00:00,219.226
2011-03-28 09:00:00,135.118
2011-03-28 10:00:00,80.452
2011-03-28 11:00:00,76.594
2011-03-28 12:00:00,86.912
2011-03-28 13:00:00,87.976
2011-03-28 14:00:00,94.618
2011-03-28 15:00:00,93.55
2011-03-28 16:00:00,122.41
2011-03-28 17:00:00,248.68
2011-03-28 18:00:00,232.702
2011-03-28 19:00:00,147.098
2011-03-28 20:00:00,107.006
2011-03-28 21:00:00,76.194
2011-03-28 22:00:00,60.802
2011-03-28 23:00:00,31.426
2011-03-29 00:00:00,13.64
2011-03-29 01:00:00,3.266
2011-03-29 02:00:00,6.59
2011-03-29 03:00:00,2.228
2011-03-29 04:00:00,1.744
2011-03-29 05:00:00,6.338
2011-03-29 06:00:00,39.788
2011-03-29 07:00:00,128.674
2011-03-29 08:00:00,236.65
2011-03-29 09:00:00,146.512
2011-03-29 10:00:00,83.22
2011-03-29 11:00:00,86.434
2011-03-29 12:00:00,97.864
2011-03-29 13:00:00,94.612
2011-03-29 14:00:00,102.792
2011-03-29 15:00:00,110.12
2011-03-29 16:00:00,127.296
2011-03-29 17:00:00,260.13
2011-03-29 18:00:00,250.678
2011-03-29 19:00:00,154.498
2011-03-29 20:00:00,117.778
2011-03-29 21:00:00,82.806
2011-03-29 22:00:00,71.308
2011-03-29 23:00:00,33.074
2011-03-30 00:00:00,16.708
2011-03-30 01:00:00,8.93
2011-03-30 02:00:00,4.536
2011-03-30 03:00:00,3.502
2011-03-30 04:00:00,3.614
2011-03-30 05:00:00,9.684
2011-03-30 06:00:00,43.264
2011-03-30 07:00:00,134.432
2011-03-30 08:00:00,246.188
2011-03-30 09:00:00,149.594
2011-03-30 10:00:00,87.362
2011-03-30 11:00:00,86.858
2011-03-30 12:00:00,94.348
2011-03-30 13:00:00,98.49
2011-03-30 14:00:00,91.002
2011-03-30 15:00:00,54.16
2011-03-30 16:00:00,58.066
2011-03-30 17:00:00,152.048
2011-03-30 18:00:00,167.274
2011-03-30 19:00:00,104.626
2011-03-30 20:00:00,74.19
2011-03-30 21:00:00,69.326
2011-03-30 22:00:00,41.91
2011-03-30 23:00:00,31.022
2011-03-31 00:00:00,10.02
2011-03-31 01:00:00,4.086
2011-03-31 02:00:00,4.176
2011-03-31 03:00:00,3.082
2011-03-31 04:00:00,2.654
2011-03-31 05:00:00,5.926
2011-03-31 06:00:00,30.6
2011-03-31 07:00:00,78.142
2011-03-31 08:00:00,194.896
2011-03-31 09:00:00,77.394
2011-03-31 10:00:00,47.318
2011-03-31 11:00:00,56.656
2011-03-31 12:00:00,60.498
2011-03-31 13:00:00,68.456
2011-03-31 14:00:00,67.716
2011-03-31 15:00:00,44.902
2011-03-31 16:00:00,89.73
2011-03-31 17:00:00,206.204
2011-03-31 18:00:00,201.16
2011-03-31 19:00:00,126.404
2011-03-31 20:00:00,70.754
2011-03-31 21:00:00,67.652
2011-03-31 22:00:00,41.94
2011-03-31 23:00:00,40.1
2011-04-20 00:00:00,37.038
2011-04-20 01:00:00,7.078
2011-04-20 02:00:00,8.084
2011-04-20 03:00:00,4.54
2011-04-20 04:00:00,3.802
2011-04-20 05:00:00,12.934
2011-04-20 06:00:00,44.178
2011-04-20 07:00:00,178.218
2011-04-20 08:00:00,372.616
2011-04-20 09:00:00,174.822
2011-04-20 10:00:00,122.43
2011-04-20 11:00:00,143.206
2011-04-20 12:00:00,150.474
2011-04-20 13:00:00,150.724
2011-04-20 14:00:00,141.564
2011-04-20 15:00:00,144.422
2011-04-20 16:00:00,202.878
2011-04-20 17:00:00,362.798
2011-04-20 18:00:00,358.634
2011-04-20 19:00:00,301.814
2011-04-20 20:00:00,195.598
2011-04-20 21:00:00,153.658
2011-04-20 22:00:00,121.96
2011-04-20 23:00:00,90.626
2011-04-21 00:00:00,32.096
2011-04-21 01:00:00,14.606
2011-04-21 02:00:00,13.502
2011-04-21 03:00:00,4.932
2011-04-21 04:00:00,5.372
2011-04-21 05:00:00,9.17
2011-04-21 06:00:00,50.53
2011-04-21 07:00:00,167.36
2011-04-21 08:00:00,252.162
2011-04-21 09:00:00,161.06
2011-04-21 10:00:00,124.058
2011-04-21 11:00:00,124.62
2011-04-21 12:00:00,131.582
2011-04-21 13:00:00,128.866
2011-04-21 14:00:00,123.746
2011-04-21 15:00:00,130.054
2011-04-21 16:00:00,174.67
2011-04-21 17:00:00,340.716
2011-04-21 18:00:00,312.728
2011-04-21 19:00:00,213.722
2011-04-21 20:00:00,181.57
2011-04-21 21:00:00,107.234
2011-04-21 22:00:00,91.31
2011-04-21 23:00:00,48.164
2011-04-22 00:00:00,31.588
2011-04-22 01:00:00,18.112
2011-04-22 02:00:00,9.316
2011-04-22 03:00:00,4.796
2011-04-22 04:00:00,4.058
2011-04-22 05:00:00,9.41
2011-04-22 06:00:00,51.284
2011-04-22 07:00:00,141.374
2011-04-22 08:00:00,242.824
2011-04-22 09:00:00,124.282
2011-04-22 10:00:00,112.524
2011-04-22 11:00:00,93.076
2011-04-22 12:00:00,99.592
2011-04-22 13:00:00,69.4
2011-04-22 14:00:00,29.684
2011-04-22 15:00:00,69.49
2011-04-22 16:00:00,100.878
2011-04-22 17:00:00,150.036
2011-04-22 18:00:00,138.822
2011-04-22 19:00:00,95.85
2011-04-22 20:00:00,84.02
2011-04-22 21:00:00,57.838
2011-04-22 22:00:00,45.542
2011-04-22 23:00:00,49.742
2011-04-23 00:00:00,33.768
2011-04-23 01:00:00,25.616
2011-04-23 02:00:00,26.818
2011-04-23 03:00:00,15.162
2011-04-23 04:00:00,6.704
2011-04-23 05:00:00,6.098
